model_size,thinking,thinking_budget,num_puzzles,precision_mean,precision_std,precision_ci_lower,precision_ci_upper,recall_mean,recall_std,recall_ci_lower,recall_ci_upper,f1_mean,f1_std,f1_ci_lower,f1_ci_upper,car_mean,car_std,car_ci_lower,car_ci_upper,difficulty_weighted_recall_mean,difficulty_weighted_recall_std,difficulty_weighted_recall_ci_lower,difficulty_weighted_recall_ci_upper,length_4_recall_mean,length_4_recall_std,length_4_recall_ci_lower,length_4_recall_ci_upper,length_5_recall_mean,length_5_recall_std,length_5_recall_ci_lower,length_5_recall_ci_upper,length_6_recall_mean,length_6_recall_std,length_6_recall_ci_lower,length_6_recall_ci_upper,length_7+_recall_mean,length_7+_recall_std,length_7+_recall_ci_lower,length_7+_recall_ci_upper,prefix_coverage_mean,prefix_coverage_std,prefix_coverage_ci_lower,prefix_coverage_ci_upper,avg_word_length_found_mean,avg_word_length_found_std,avg_word_length_found_ci_lower,avg_word_length_found_ci_upper,avg_word_length_missed_mean,avg_word_length_missed_std,avg_word_length_missed_ci_lower,avg_word_length_missed_ci_upper,pangram_recall_mean,pangram_recall_std,pangram_recall_ci_lower,pangram_recall_ci_upper,fp_constraint_violations_mean,fp_constraint_violations_std,fp_constraint_violations_ci_lower,fp_constraint_violations_ci_upper,fp_non_dictionary_mean,fp_non_dictionary_std,fp_non_dictionary_ci_lower,fp_non_dictionary_ci_upper,num_predicted_mean,num_predicted_std,num_predicted_ci_lower,num_predicted_ci_upper,num_actual_mean,num_actual_std,num_actual_ci_lower,num_actual_ci_upper,num_correct_mean,num_correct_std,num_correct_ci_lower,num_correct_ci_upper,cv_f1,f1_p5,f1_p25,f1_p75,f1_p95,success_rate_20,success_rate_30,success_rate_40,success_rate_50,efficiency
32b,False,16384,58,0.6033410315737902,0.3379376424257707,0.5144848580842206,0.6921972050633597,0.06883197657549114,0.05553256633012688,0.054230432596161754,0.08343352055482053,0.11721908148909453,0.08783575877116644,0.0941238460369709,0.14031431694121815,1.0,0.0,,,0.043104633986286986,0.04830905854967348,0.03040241455670558,0.05580685341586839,0.11481664508019751,0.11662110666399356,0.08415268822739569,0.14548060193299933,0.0914293870429773,0.13193864048941664,0.05673788998111723,0.12612088410483738,0.025438596491228066,0.062796362296379,0.008776478794985047,0.042100714187471085,0.010488203902250555,0.03661813594925535,0.0008599558698154791,0.02011645193468563,0.17685331546559796,0.12807725143748563,0.14317711889836826,0.21052951203282766,4.5493783993784,0.6057595393619621,4.380733866680612,4.718022932076187,5.532815330799036,0.5251236719304557,5.394741099820813,5.67088956177726,0.04310344827586207,0.1938638235802749,-0.007870445658383372,0.09407734221010752,0.0,0.0,,,2.5517241379310347,3.2776350791445226,1.6899139260309617,3.4135343498311075,5.741379310344827,4.799708853844126,4.479360200679425,7.00339842001023,46.724137931034484,12.145020065923887,43.53076769188133,49.91750817018764,3.189655172413793,2.5782960274808735,2.5117267904767897,3.8675835543507966,0.7493298672480916,0.0,0.051198630136986306,0.16903238704518192,0.2926829268292683,0.1896551724137931,0.034482758620689655,0.0,0.0,0.5601641336924355
claude-haiku,True,4096,58,0.806130851297884,0.12924236752129073,0.7721483030731859,0.840113399522582,0.456833986900728,0.10045181158223658,0.43042152946265694,0.4832464443387991,0.5782827940997497,0.10339292569336102,0.5510970101277217,0.6054685780717777,1.0,0.0,,,0.3343143347529616,0.10529458048618293,0.30662853614221103,0.3620001333637121,0.615439425874426,0.14864352633851735,0.576355602984415,0.654523248764437,0.5312608804875538,0.16651631218196403,0.4874776481199613,0.5750441128551463,0.38605409611601554,0.17510329638511632,0.33959293775147814,0.43251525448055295,0.17548440802117274,0.19330500203174988,0.12465744872288267,0.2263113673194628,0.8365524513504122,0.15811545707300323,0.7949781112318876,0.8781267914689369,4.875036308029884,0.36227298384172696,4.779781482696553,4.970291133363215,5.939579228168299,0.6288447461082624,5.774232930972437,6.10492552536416,0.28304597701149425,0.4165027909235176,0.17353215078149944,0.3925598032414891,0.0,0.0,,,5.103448275862069,3.758917608168205,4.115091273881277,6.0918052778428615,25.982758620689655,5.8203857691838055,24.4523661968968,27.51315104448251,46.724137931034484,12.145020065923887,43.53076769188133,49.91750817018764,20.879310344827587,5.782846947159943,19.358788251129965,22.39983243852521,0.17879301744455234,0.42376395534290273,0.5100125156445557,0.6521994134897362,0.7390325138778746,1.0,1.0,0.9655172413793104,0.7758620689655172,0.8215130089588407
gpt5-mini,True,4096,58,0.7910551707786125,0.12160750642976838,0.7590801069431864,0.8230302346140387,0.5297114802144236,0.13172501049953309,0.49507615429498913,0.5643468061338581,0.6248043042526955,0.10424739919710267,0.5973938479258931,0.6522147605794979,1.0,0.0,,,0.418449171912646,0.13988884830289103,0.38166727426776303,0.455231069557529,0.601416017370017,0.17310546650848302,0.5559002551907587,0.6469317795492754,0.570897883106301,0.18167560826105364,0.5231287170240906,0.6186670491885113,0.4857733769498475,0.20143797173674202,0.4323246886686856,0.5392220652310095,0.3548864309006296,0.26207439969923174,0.28597748024425285,0.42379538155700636,0.7540667028723504,0.15673477796248286,0.712855393819845,0.7952780119248559,5.184569548980432,0.47279238638172855,5.060255128108806,5.308883969852059,5.767432275380901,0.6221254793461986,5.603852719317655,5.931011831444146,0.5689655172413793,0.4527202626534174,0.44992879226507976,0.6880022422176789,0.0,0.0,,,6.137931034482759,3.4663711540480566,5.226495201432617,7.049366867532901,29.75862068965517,1.6994358695320477,29.31177680634701,30.205464572963333,46.724137931034484,12.145020065923887,43.53076769188133,49.91750817018764,23.620689655172413,4.278988182609138,22.49558706646849,24.745792243876334,0.16684808105121648,0.4472576530612245,0.553998476770754,0.7024114383269313,0.7762463343108505,1.0,1.0,1.0,0.8793103448275862,0.8317022661535852
claude-haiku,True,8192,58,0.8421865810667672,0.10413326432692659,0.8148061349742577,0.8695670271592768,0.5145277750692624,0.11158718141320215,0.4851874213883567,0.5438681287501681,0.6327335054098829,0.10380639960206818,0.6054390040156057,0.6600280068041602,1.0,0.0,,,0.3880963290186271,0.12322704270011439,0.35569542982855523,0.420497228208699,0.642878427879858,0.1306793329042995,0.6085180488682296,0.6772388068914865,0.5887529615977891,0.16170258374113677,0.546235434602346,0.6312704885932322,0.4669921037568096,0.23146774967947784,0.40557544287060465,0.5284087646430146,0.24439850562441842,0.23611728181934416,0.1823146311953256,0.30648238005351125,0.8434587946097768,0.12992560306423037,0.8092965987568894,0.8776209904626642,4.9903807714119015,0.43611070056217055,4.875711308159309,5.105050234664494,5.9424870211767065,0.6315565170300514,5.776427700164496,6.108546342188917,0.3448275862068966,0.40478626343998503,0.238394463834865,0.45126070857892814,0.0,0.0,,,4.5,3.690908698077461,3.529525029362275,5.470474970637725,27.913793103448278,6.113787934154344,26.306254513026285,29.52133169387027,46.724137931034484,12.145020065923887,43.53076769188133,49.91750817018764,23.413793103448278,5.797865556312462,21.889322067777666,24.93826413911889,0.1640602223756472,0.48104013104013105,0.5741725768321513,0.7003763704794632,0.7944182389937107,1.0,1.0,0.9655172413793104,0.9310344827586207,0.8612540274476227
gpt5-mini,True,8192,58,0.8393740731263409,0.14887138232142538,0.8002303385597183,0.8785178076929636,0.5902301019313003,0.1436104979451595,0.5524696463965444,0.6279905574660563,0.6840961873770481,0.12582017573632115,0.6510134586124643,0.717178916141632,1.0,0.0,,,0.4794105715982144,0.14759972044087968,0.4406012034782141,0.5182199397182147,0.6577854061054016,0.18285161964796498,0.6097070235918076,0.7058637886189956,0.6352263228657751,0.18946182833420128,0.5854098745788321,0.685042771152718,0.558042946046042,0.19348758569836827,0.5067037791297759,0.609382112962308,0.41477496003358066,0.23032523274464364,0.3542140272742805,0.47533589279288085,0.7679873685351694,0.17754875792332203,0.7213033024345497,0.8146714346357891,5.255922003090539,0.5195821601960198,5.118058299056309,5.39378570712477,5.809011857001815,0.5867782948018263,5.653318618539297,5.964705095464334,0.6594827586206896,0.427572048224233,0.5470584195515426,0.7719070976898367,0.0,0.0,,,4.482758620689655,3.062170880620048,3.67760183179228,5.287915409587029,31.25862068965517,4.886646124370741,29.973742589978556,32.543498789331785,46.724137931034484,12.145020065923887,43.53076769188133,49.91750817018764,26.775862068965516,5.6693794438974425,25.28517473437596,28.26654940355507,0.18392176138086527,0.5199220779220779,0.6416887709991158,0.7522058823529412,0.8400218698742482,0.9827586206896551,0.9827586206896551,0.9827586206896551,0.9827586206896551,0.8822523862293569
claude-haiku,False,8192,58,0.4140597215151338,0.10786562873777158,0.38569790022797074,0.4424215428022969,0.3314856518477869,0.09550621663392608,0.30637357231252,0.3565977313830538,0.3595089123910256,0.08032965583242235,0.3383873060977256,0.3806305186843256,1.0,0.0,,,0.22891919862283316,0.0964860671371356,0.20354948053128688,0.2542889167143794,0.5019969582882456,0.1388670819829398,0.4654837204018308,0.5385101961746606,0.40682318301486664,0.18160357326431484,0.35907295756951935,0.45457340846021393,0.23632190536215306,0.1661869229188665,0.19222657932747464,0.2804172313968315,0.11449498823991724,0.2035092240155254,0.0609849655444633,0.16800501093537118,0.8048199205246553,0.22092447244904576,0.7467307916809044,0.8629090493684063,4.721539205985744,0.2816239167466349,4.647489971855966,4.795588440115522,5.817200644602814,0.6237358400802316,5.653197665769211,5.981203623436418,0.19827586206896552,0.35107312033306376,0.10596589072657112,0.2905858334113599,0.0,0.0,,,22.344827586206897,9.795365399161243,19.76926754781082,24.920387624602974,37.51724137931034,12.972631622144819,34.106261774436135,40.92822098418455,46.724137931034484,12.145020065923887,43.53076769188133,49.91750817018764,15.172413793103448,5.133781927429613,13.822554646525834,16.522272939681063,0.22344273831256378,0.23333333333333334,0.30934065934065935,0.4076849489795919,0.4724025974025973,0.9827586206896551,0.7586206896551724,0.3103448275862069,0.05172413793103448,0.4128336932479332
claude-haiku,False,12288,58,0.44458495176574603,0.14616831320994603,0.4061519529910873,0.48301795054040475,0.33443903471912234,0.09834594423242023,0.3085802868744488,0.3602977825637959,0.3694669648190053,0.08673520280073249,0.346661105807878,0.3922728238301326,1.0,0.0,,,0.23089084239878477,0.09083289207540107,0.20700755091673562,0.2547741338808339,0.5019999970073714,0.140652682527823,0.465017259391183,0.5389827346235598,0.4270511252889549,0.20874571914995285,0.3721642363858716,0.4819380141920382,0.21301621781497942,0.17584902125027504,0.1663571920100695,0.25967524361988936,0.10547465901801602,0.19595313478880172,0.05395140870581294,0.1569979093302191,0.7843356774004261,0.18535412680203833,0.7355992941733127,0.8330720606275395,4.70109635136825,0.2946303785990329,4.623627242428,4.778565460308499,5.839117516962852,0.6485021621416351,5.668602565701466,6.009632468224238,0.22701149425287356,0.3908034856394982,0.12425495588370009,0.329768032622047,0.0,0.0,,,20.396551724137932,9.490419278210265,17.901173180865303,22.89193026741056,35.63793103448276,11.52525567834834,32.60751953395893,38.668342535006595,46.724137931034484,12.145020065923887,43.53076769188133,49.91750817018764,15.241379310344827,4.939317179983151,13.942652062577519,16.540106558112136,0.23475766728758113,0.23261470425649527,0.32217058501913615,0.4122635355512068,0.5060810810810811,0.9482758620689655,0.8103448275862069,0.39655172413793105,0.06896551724137931,0.4384759477933341
claude-haiku,True,16384,58,0.8511260193269854,0.08758477010583206,0.8280967779802558,0.874155260673715,0.5742564371933533,0.12278159511841373,0.5419726624742814,0.6065402119124251,0.6801580352324035,0.10829256985258295,0.6516839555016554,0.7086321149631516,1.0,0.0,,,0.43719350520814254,0.12147037512085689,0.4052544982123393,0.4691325122039458,0.6919694359588026,0.14239078165391666,0.6545296884742206,0.7294091834433846,0.6433439743150695,0.1905508054584397,0.5932411940895389,0.6934467545406001,0.5275896245710487,0.2245209555701719,0.46801619626756136,0.5871630528745362,0.3264305223737272,0.24087546404110663,0.26309554770626786,0.38976549704118657,0.8712989507734359,0.1447573015245352,0.8332369586087975,0.9093609429380742,5.062403845551153,0.4361615356305695,4.947721015898698,5.177086675203609,6.000811722173283,0.6617161773392848,5.826822322731256,6.174801121615309,0.4727011494252873,0.4363446680725923,0.3579701675518392,0.5874321312987354,0.0,0.0,,,4.293103448275862,2.144013458075521,3.7293638470073343,4.8568430495443895,30.448275862068964,6.360989699539903,28.7757388808363,32.12081284330163,46.724137931034484,12.145020065923887,43.53076769188133,49.91750817018764,26.155172413793103,6.781817083364023,24.371984512592412,27.938360314993794,0.15921677645928334,0.5569176319176319,0.618945868945869,0.7457142857142858,0.8369307059898211,1.0,0.9827586206896551,0.9655172413793104,0.9655172413793104,0.8812202405401968
gpt5-mini,True,16384,58,0.8879592996852904,0.0917836491866621,0.8638260193644182,0.9120925800061627,0.6803703911641175,0.11696808812656748,0.6496152001865381,0.7111255821416969,0.7612800739574532,0.07357030310508866,0.7419357488640393,0.7806243990508671,1.0,0.0,,,0.5567021640559455,0.14073254388634915,0.5196984279659637,0.5937059001459274,0.7616118545282503,0.14919398182636268,0.7223832967458041,0.8008404123106965,0.7271598386963497,0.18396918361576012,0.6787876077168219,0.7755320696758775,0.6314931141556528,0.20911060521798375,0.5760086021829655,0.6869776261283401,0.5236902556818884,0.24087236341315033,0.46035609628299057,0.5870244150807863,0.8208177995242957,0.15677525940241802,0.7795958464197569,0.8620397526288345,5.253646126126216,0.5139777076809217,5.118502577051186,5.388789675201246,5.918426357309509,0.6355828615019109,5.751308362985998,6.085544351633021,0.7758620689655172,0.34525709286475503,0.6850813440901176,0.8666427938409169,0.0,0.0,,,3.7586206896551726,3.0105681973912133,2.9670321346502853,4.55020924466006,34.44827586206897,3.821327103879716,33.443509119703734,35.4530426044342,46.724137931034484,12.145020065923887,43.53076769188133,49.91750817018764,30.689655172413794,5.242226982748552,29.31128185209591,32.06802849273168,0.09664025845657481,0.6657492354740062,0.704597120484971,0.809722596283329,0.8762175324675323,1.0,1.0,1.0,1.0,0.9228247047321113
claude-haiku,False,16384,58,0.4502007254913019,0.13832991225245755,0.41382872918550073,0.4865727217971031,0.34069011362727697,0.11142040265981032,0.31139361218413736,0.3699866150704166,0.37416984700400613,0.08179844455378853,0.3526620424035024,0.39567765160450985,1.0,0.0,,,0.23370651833388514,0.10850513287907898,0.20517654800443302,0.26223648866333726,0.5035665728880402,0.15083292262154938,0.4639070775912323,0.5432260681848481,0.44052439981699615,0.17400121460653925,0.3947731126816172,0.4862756869523751,0.21728483647988292,0.18433281839433358,0.16837475629290244,0.2661949166668634,0.11451233130365988,0.20792289596550892,0.05984179272812039,0.1691828698791994,0.7760345098954045,0.18622074396629615,0.7270702613007529,0.824998758490056,4.716110652707304,0.28367506966965766,4.641522095409282,4.790699210005325,5.825977737715134,0.619740816764658,5.663025196714604,5.988930278715665,0.2011494252873563,0.3597142854320821,0.10656737540503113,0.29573147516968146,0.0,0.0,,,20.75862068965517,11.594478941452046,17.710007859940234,23.807233519370108,36.39655172413793,16.282527127420128,32.11527946071892,40.67782398755694,46.724137931034484,12.145020065923887,43.53076769188133,49.91750817018764,15.637931034482758,6.276378092504673,13.987641541218544,17.288220527746972,0.21861313841495286,0.2630281690140845,0.32485875706214684,0.42151376146789,0.5070303030303029,0.9655172413793104,0.8275862068965517,0.3448275862068966,0.08620689655172414,0.43736153857409793
